sentence,review_title,Sentiment_Type
verry nice bar good selection drinks excellent service friendly staff anooj gave great ideas sightseeing mumbai recommended go jyran lounge shisha cafe sofitel really amazing shisha probably best mumbai thank verry much sofitel staff enjoyable stay,Incredible service all around Fine hotel,1
wife extremely pleased level service provided sofitel mumbai initial meetings baggage helpers front desk reception way bar staff room service happy level hospitality shown definitely recommend hotel anyone staying mumbai,Try veg food,1
best hotel stayed terms convenient location service pleased punch room warm decor beige mahogany comfortable bed spacious bathroom nice front desk let us check tad late special mention must made concierge desk men women helpful right giving directions helping cabbies directions right artisan cafe delight visit eclectic decor lovely outdoor seating didnt sample much food little pretty good breakfast spread quite diverse grilled cheese ham sandwich served room one best weve recent times,Best place to stay,1
days business mumbai treated two night stay sofitel hotel large always feels something happening staff gracious fault will everything ensure comfort happiness restaurants offer wide range cuisine quality tried excellent leave noise heat now monsoon broken rain mumbai behind spoil deserve,Very good even for a long stay,1
pondicherry cafe sofitel bkc offers amazing dumplings salads desserts smoked salmon humus top quality staff efficient every month two keep food festivals special events mothers day brunch awesome one gets taste world dishes authentic taste,Mr,1
always great experience sofitel sunday brunch awesome music good food excellent service cigar club best venue selection great hospitality staff remember guests choice everything food drinks allergies,Amazing service from first minute to the last,1
business conference best facilities support provided hotel team including staff hu ganesh vijay deepak uday chef vividh chef menanath mahesh gaikwad abhay mahesh jadhav n last least abu ready last minute changes support,Had a wonderful stay,1
stayed sofitel bkc second time overall experience time fabulous access club 14th floor quality food beverages outstanding special mention vrushali must took good care prompt service,La vie est belle,1
hotel offers great value luxury luxury room well designed spacious foot massage soho spa treat youll never forget special thank staff especially ami rao absolutely courteous friendly made great effort making us comfortable showed us around entire property beautiful lovely time made sure make anniversary special us cake flowers staff professional yet friendly really pay attention detail highly recommend hotel,Best Dumplings and Salad served,1
issue stay club lounge prompt decisive action vrushali godhawala beyond call duty much appreciated rooms nice clean ok food good swimming pool gym,Sunday Brunch|Cigar Club,1
wonderful time lovely room lavish buffet courteous staff rooms much better imagined pool little bigger holiday perfect,Organised nice business conference,1
2 night hotel well designed rooms beautiful well equipped illy coffee machine nice surprisethe dinning room lobbi floor great pool beautiful quite near airportabout 20 min ride business areaso good alternative dont airport located hotels,Guest Satisfaction,1
